product_id,brand,clean_name,flavor,volume,pack_count,price,dup_count,product_line,full_name,maker,mall,category,naver_link,ingredients_json,nutrition_json,source,mfds_matched_name,mfds_report_no,match_score
58522488255,스프라이트,코카콜라 스프라이트 제로,,250ml,30,15920,1,코카콜라스프라이트제로,"코카콜라 스프라이트 제로  250ml, 30개",코카콜라,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/58522488255,"[""정제수"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""인산"", ""향료"", ""이산화탄소""]",,naver_shop,스프라이트 제로,19970614083158,0.733
60276236820,스프라이트,오케이에프 스프라이트 제로 with TEA,,350ml,24,16900,1,오케이에프스프라이트제로withtea,"오케이에프 스프라이트 제로 with TEA 350ml, 24개",오케이에프,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/60276236820,"[""정제수"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""인산"", ""향료"", ""이산화탄소""]",,naver_shop,스프라이트 제로,19970614083158,0.483
82344034901,나랑드사이다,나랑드사이다 제로 2개,,180ml,2,11900,2,나랑드사이다제로2개,나랑드사이다 제로 180ml 245ml 345ml 500ml 1.25L 10입 각2개씩,동아오츠카,막스몰,청량/탄산음료 > 사이다,https://smartstore.naver.com/main/products/4799512298,"[""향료"", ""향료"", ""향료"", ""알룰로오스"", ""이산화탄소"", ""정제수"", ""DL-사과산"", ""향료"", ""향료"", ""향료"", ""향료"", ""난소화성말토덱스트린(고시형)"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""정제소금"", ""염화칼륨"", ""젖산칼슘"", ""아세설팜칼륨"", ""수크랄로스""]",,naver_shop,나랑드사이다 제로 그린애플,201005430661374,0.636
88313278379,와이즐리,전해질보충 무설탕 물에 타먹는 제로 스포츠 이온 음료 분말 리터,레몬,5g,30,8950,1,전해질보충무설탕물에타먹는제로스포츠이온음료분말리터,"전해질보충 무설탕 물에 타먹는 제로 스포츠 이온 음료 분말 리터 레몬, 5g, 30개",와이즐리컴퍼니,STEU,청량/탄산음료 > 이온음료,https://smartstore.naver.com/main/products/10768772389,,,naver_shop,,,0.136
60054373046,토레타,토레타 제로,,340ml,20,13930,2,토레타제로,"토레타 제로 무라벨 340ml, 20개",,네이버,청량/탄산음료 > 이온음료,https://search.shopping.naver.com/catalog/60054373046,"[""식품첨가물혼합제제"", ""과.채가공품"", ""음료베이스"", ""정제수"", ""향료제제"", ""식품첨가물혼합제제"", ""향료"", ""식품첨가물혼합제제""]",,naver_shop,토레타! 제로,19980449002737,0.679
53955819088,코카콜라,코카콜라 제로,레몬,350ml,24,17520,1,코카콜라제로,"코카콜라 제로 레몬, 350ml, 24개",코카콜라,네이버,청량/탄산음료 > 콜라,https://search.shopping.naver.com/catalog/53955819088,"[""이산화탄소"", ""향료"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""정제수"", ""식품첨가물혼합제제""]",,naver_shop,코카콜라 제로,19800375002112,1.0
53826838240,부르르,일화 부르르 제로 콜라,,1.5l,12,14900,1,일화부르르제로콜라,"일화 부르르 제로 콜라 , 1.5L, 12개",일화,네이버,청량/탄산음료 > 콜라,https://search.shopping.naver.com/catalog/53826838240,"[""정제수"", ""이산화탄소"", ""카페인"", ""수크랄로스"", ""아세설팜칼륨"", ""인산"", ""구연산삼나트륨"", ""알룰로오스"", ""카라멜색소"", ""혼합제제""]",,naver_shop,부르르 제로콜라,19800415004391,0.605
53735313005,일화,일화 천연사이다 제로,,250ml,30,15210,1,일화천연사이다제로,"일화 천연사이다 제로  250ml, 30개",일화,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/53735313005,,,naver_shop,,,0.325
53507433788,웰치스,농심 웰치스 제로,그레이프,355ml,24,13490,1,농심웰치스제로,"농심 웰치스 제로 그레이프맛 , 355ml, 24개",농심,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/53507433788,"[""정제수"", ""아세설팜칼륨"", ""오렌지농축액"", ""구연산"", ""식품첨가물혼합제제"", ""당류가공품"", ""수크랄로스"", ""이산화탄소""]",,naver_shop,웰치스 제로 오렌지,19920562023459,0.6
59488212431,칠성사이다제로,롯데칠성음료 칠성사이다제로,유자,355ml,24,11290,1,롯데칠성음료칠성사이다제로,"롯데칠성음료 칠성사이다제로 유자, 355ml, 24개",롯데칠성음료,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/59488212431,"[""이산화탄소"", ""향료"", ""향료"", ""향료"", ""향료"", ""에리스리톨"", ""스테비올배당체"", ""수크랄로스"", ""구연산삼나트륨"", ""구연산"", ""알룰로오스"", ""정제수""]",,naver_shop,칠성사이다제로,19780368002607,0.62
52800120618,탑씨,일화 탑씨 제로,오렌지,1.5l,12,11400,1,일화탑씨제로,"일화 탑씨 제로 오렌지향, 1.5L, 12개",일화,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/52800120618,"[""알룰로오스"", ""구연산"", ""구연산삼나트륨"", ""난소화성말토덱스트린(고시형)"", ""혼합제제"", ""수크랄로스"", ""아세설팜칼륨"", ""식용색소적색제40호"", ""천연향료"", ""향료"", ""향료"", ""향료"", ""이산화탄소"", ""정제수""]",,naver_shop,탑씨 제로 수박향,19800415004472,0.569
53732408391,갈아만든배,해태에이치티비 갈아만든배 갈배 사이다 제로,,355ml,24,11600,1,해태에이치티비갈아만든배갈배사이다제로,"해태에이치티비 갈아만든배 갈배 사이다 제로 , 355ml, 24개",해태에이치티비,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/53732408391,,,naver_shop,,,0.33
59231204778,펩시제로슈거,롯데칠성음료 펩시제로슈거,피치,355ml,24,16830,1,롯데칠성음료펩시제로슈거,"롯데칠성음료 펩시제로슈거 피치향, 355ml, 24개",롯데칠성음료,네이버,청량/탄산음료 > 콜라,https://search.shopping.naver.com/catalog/59231204778,"[""혼합제제"", ""혼합제제"", ""구연산삼나트륨"", ""구연산(무수)"", ""아스파탐"", ""아세설팜칼륨"", ""수크랄로스"", ""이산화탄소"", ""정제수""]",,naver_shop,펩시제로슈거,19930242053473,0.6
82153792132,코카콜라,코카-콜라 제로 CAN,,190ml,30,17280,5,코카-콜라제로can,코카-콜라 제로 CAN 190ml 30개,코카콜라,코카콜라직영몰,청량/탄산음료 > 콜라,https://smartstore.naver.com/main/products/4609271837,"[""정제수"", ""식품첨가물혼합제제"", ""구연산삼나트륨"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""이산화탄소""]",,naver_shop,코카-콜라 제로 레몬,1984022101282,0.642
90545499108,비타500,비타500 이온킥 제로,,500ml,24,22900,4,비타500이온킥제로,[광동 직영] 비타500 이온킥 제로 이온음료 500ml 24개,삼양패키징,광동제약 직영스토어,청량/탄산음료 > 이온음료,https://smartstore.naver.com/main/products/13000988016,"[""기타과당"", ""백설탕"", ""비타민C"", ""구연산"", ""정제소금"", ""구연산삼나트륨"", ""구연산칼륨"", ""DL-사과산"", ""수크랄로스"", ""젖산칼슘"", ""아세설팜칼륨"", ""니코틴산아미드"", ""아라비아검"", ""염화마그네슘"", ""비타민B2"", ""비오틴"", ""향료"", ""향료""]",,naver_shop,비타500 이온킥,20060396013221,0.8
83193470585,이온더핏,이온더핏 제로,,500ml,24,17900,1,이온더핏제로,이온더핏 제로 500mL 24개,웅진식품,웅진식품,청량/탄산음료 > 이온음료,https://smartstore.naver.com/main/products/5648973340,"[""혼합제제"", ""향료"", ""젖산칼슘"", ""L-카르니틴"", ""염화칼륨"", ""구연산삼나트륨"", ""향료"", ""향료"", ""정제소금"", ""구연산"", ""정제수"", ""비타민C"", ""스테비올배당체"", ""염화마그네슘"", ""수크랄로스""]",,naver_shop,이온더핏 제로,19960458039621,1.0
82640490879,코카콜라,코카-콜라 제로 PET,,300ml,24,20720,2,코카-콜라제로pet,코카-콜라 제로 PET 300ml 24개,코카콜라,코카콜라직영몰,청량/탄산음료 > 콜라,https://smartstore.naver.com/main/products/5095969008,"[""정제수"", ""식품첨가물혼합제제"", ""구연산삼나트륨"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""이산화탄소""]",,naver_shop,코카-콜라 제로 레몬,1984022101282,0.642
86355429458,칠성사이다제로,칠성사이다제로,,210ml,,19540,7,칠성사이다제로,[본사] 칠성사이다제로 210ml 30캔,롯데칠성음료,롯데칠성음료 공식 스토어,청량/탄산음료 > 사이다,https://smartstore.naver.com/main/products/8810929135,"[""이산화탄소"", ""향료"", ""향료"", ""향료"", ""향료"", ""에리스리톨"", ""스테비올배당체"", ""수크랄로스"", ""구연산삼나트륨"", ""구연산"", ""알룰로오스"", ""정제수""]",,naver_shop,칠성사이다제로,19780368002607,1.0
53733066410,칠성사이다제로,롯데칠성음료 칠성사이다제로 칠성사이다 제로 ECO,,300ml,20,11180,1,롯데칠성음료칠성사이다제로칠성사이다제로eco,"롯데칠성음료 칠성사이다제로 칠성사이다 제로 ECO 무라벨 , 300ml, 20개",롯데칠성음료,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/53733066410,,,naver_shop,,,0.36
53527297656,초록매실,초록매실 스파클링 제로 캔,,350ml,24,12500,2,초록매실스파클링제로캔,"초록매실 스파클링 제로 캔 , 350ml, 24개",,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/53527297656,"[""기타가공품"", ""정제수"", ""에리스리톨"", ""이산화탄소"", ""매실농축액"", ""구연산"", ""향료"", ""향료"", ""향료"", ""카라멜색소 Ⅲ"", ""구연산삼나트륨"", ""아세설팜칼륨"", ""비타민C"", ""수크랄로스"", ""스테비올배당체""]",,naver_shop,초록매실 스파클링 제로,19960458039718,0.871
85828240604,펩시제로슈거,롯데칠성 펩시제로,라임,500ml,1,660,2,롯데칠성펩시제로,롯데칠성 펩시제로 라임 콜라 500ml x 1개,롯데칠성음료,케이비비컴퍼니,청량/탄산음료 > 콜라,https://smartstore.naver.com/main/products/8283740281,,,naver_shop,,,0.343
43173533979,나랑드사이다,동아오츠카 나랑드사이다 제로 x 12PET 제로음료/틴신/사이다,,1.5l,,15000,1,동아오츠카나랑드사이다제로x12pet제로음료/틴신/사이다,동아오츠카 나랑드사이다 제로 1.5L x 12PET 제로음료/틴신/사이다,동아오츠카,G마켓,청량/탄산음료 > 사이다,https://link.gmarket.co.kr/gate/pcs?item-no=1886841205&sub-id=1003&service-code=10000003&lcd=100000094,,,naver_shop,,,0.343
52800041569,탑씨,일화 탑씨 제로,포도,1.5l,12,10110,1,일화탑씨제로,"일화 탑씨 제로 포도향 , 1.5L, 12개",일화,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/52800041569,"[""알룰로오스"", ""구연산"", ""구연산삼나트륨"", ""난소화성말토덱스트린(고시형)"", ""혼합제제"", ""수크랄로스"", ""아세설팜칼륨"", ""식용색소적색제40호"", ""천연향료"", ""향료"", ""향료"", ""향료"", ""이산화탄소"", ""정제수""]",,naver_shop,탑씨 제로 수박향,19800415004472,0.569
53755948829,부르르,일화 부르르 제로사이다,,1.5l,12,11820,2,일화부르르제로사이다,"일화 부르르 제로사이다 무라벨 , 1.5L, 12개",일화,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/53755948829,"[""정제수"", ""이산화탄소"", ""알룰로오스"", ""구연산"", ""난소화성말토덱스트린(고시형)"", ""향료"", ""향료"", ""수크랄로스"", ""아세설팜칼륨"", ""구연산삼나트륨""]",,naver_shop,부르르 제로사이다,201005430661137,0.8
87079781225,나랑드사이다,나랑드사이다 제로,오리지널,245ml,,14500,1,나랑드사이다제로,나랑드사이다 제로 오리지널 파인애플 그린애플 245ml 각10캔씩 30캔 제로사이다,동아오츠카,모두모아ON,청량/탄산음료 > 사이다,https://smartstore.naver.com/main/products/9535278955,"[""향료"", ""향료"", ""향료"", ""알룰로오스"", ""이산화탄소"", ""정제수"", ""DL-사과산"", ""향료"", ""향료"", ""향료"", ""향료"", ""난소화성말토덱스트린(고시형)"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""정제소금"", ""염화칼륨"", ""젖산칼슘"", ""아세설팜칼륨"", ""수크랄로스""]",,naver_shop,나랑드사이다 제로 그린애플,201005430661374,0.747
88258012841,초록매실,초록매실 스파클링 제로,,350ml,20,13900,1,초록매실스파클링제로,"초록매실 스파클링 제로 350ml, 20개",웅진식품,웅진식품,청량/탄산음료 > 과즙탄산음료,https://smartstore.naver.com/main/products/10713506919,"[""기타가공품"", ""정제수"", ""에리스리톨"", ""이산화탄소"", ""매실농축액"", ""구연산"", ""향료"", ""향료"", ""향료"", ""카라멜색소 Ⅲ"", ""구연산삼나트륨"", ""아세설팜칼륨"", ""비타민C"", ""수크랄로스"", ""스테비올배당체""]",,naver_shop,초록매실 스파클링 제로,19960458039718,1.0
59284829248,웰치스,농심 웰치스 제로,,355ml,24,10890,2,농심웰치스제로,"농심 웰치스 제로 애플망고맛, 355ml, 24개",농심,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/59284829248,"[""정제수"", ""아세설팜칼륨"", ""오렌지농축액"", ""구연산"", ""식품첨가물혼합제제"", ""당류가공품"", ""수크랄로스"", ""이산화탄소""]",,naver_shop,웰치스 제로 오렌지,19920562023459,0.6
57764241695,칠성사이다제로,롯데칠성음료 칠성사이다제로,라임,355ml,24,14380,1,롯데칠성음료칠성사이다제로,"롯데칠성음료 칠성사이다제로 라임, 355ml, 24개",롯데칠성음료,네이버,청량/탄산음료 > 사이다,https://search.shopping.naver.com/catalog/57764241695,"[""이산화탄소"", ""향료"", ""향료"", ""향료"", ""향료"", ""에리스리톨"", ""스테비올배당체"", ""수크랄로스"", ""구연산삼나트륨"", ""구연산"", ""알룰로오스"", ""정제수""]",,naver_shop,칠성사이다제로,19780368002607,0.62
58613751346,클룹,튤립인터내셔널 클룹 애사비소다 화이바 제로,,500ml,24,26900,1,튤립인터내셔널클룹애사비소다화이바제로,"튤립인터내셔널 클룹 애사비소다 화이바 제로, 500ml, 24개",튤립인터내셔널,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/58613751346,,,naver_shop,,,0.0
54398511938,파워에이드,코카콜라 파워에이드 제로,라임,600ml,20,17040,1,코카콜라파워에이드제로,"코카콜라 파워에이드 제로 라임, 600ml, 20개",코카콜라,네이버,청량/탄산음료 > 이온음료,https://search.shopping.naver.com/catalog/54398511938,,,naver_shop,,,0.0
60418291415,탑씨,일화 탑씨 제로,복숭아,1.5l,12,12900,1,일화탑씨제로,"일화 탑씨 제로 복숭아향, 1.5L, 12개",일화,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/60418291415,,,naver_shop,,,0.0
89474402112,코카콜라,코카콜라 제로 탄산음료 제로콜라,,500ml,24,19420,1,코카콜라제로탄산음료제로콜라,코카콜라 제로 500ml 24개 탄산음료 제로콜라,코카콜라,다파라치아라마,청량/탄산음료 > 콜라,https://smartstore.naver.com/main/products/11929891424,,,naver_shop,,,0.0
60959847391,환타,코카콜라 환타 제로,파인애플,355ml,29,52500,1,코카콜라환타제로,"코카콜라 환타 제로 파인애플향 , 355ml, 29개",코카콜라,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/60959847391,,,naver_shop,,,0.0
52820740340,탐스제로,롯데칠성음료 탐스제로,파인애플,355ml,24,450,2,롯데칠성음료탐스제로,"롯데칠성음료 탐스제로 파인애플향, 355ml, 24개",롯데칠성음료,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/52820740340,,,naver_shop,,,0.0
91030217111,건강한사람들,글루라이트 제로,레몬,500ml,1,3000,1,글루라이트제로,"글루라이트 제로 탄산음료 레몬 유자 유자레몬, 500ml, 1개",건강한사람들,장성상사,청량/탄산음료 > 과즙탄산음료,https://smartstore.naver.com/main/products/13485706759,,,naver_shop,,,0.0
53880053878,코카콜라,코카콜라 제로 체리,,500ml,24,20470,1,코카콜라제로체리,"코카콜라 제로 체리 , 500ml, 24개",코카콜라,네이버,청량/탄산음료 > 콜라,https://search.shopping.naver.com/catalog/53880053878,,,naver_shop,,,0.0
88038523694,클룹,클룹 애사비소다 제로,오리지널,500ml,24,26400,2,클룹애사비소다제로,"클룹 애사비소다 제로 탄산음료 오리지널, 500ml, 24개",튤립인터내셔널,클룹,청량/탄산음료 > 과즙탄산음료,https://smartstore.naver.com/main/products/10494018385,,,naver_shop,,,0.0
91030179376,건강한사람들,글루라이트 제로 탄산음료 밀크소다,피치,500ml,1,2800,1,글루라이트제로탄산음료밀크소다,"글루라이트 제로 탄산음료 밀크소다 피치 복숭아, 500ml, 1개",건강한사람들,장성상사,청량/탄산음료 > 과즙탄산음료,https://smartstore.naver.com/main/products/13485669024,,,naver_shop,,,0.0
59571003061,썬키스트,오케이에프 썬키스트 제로,자몽,355ml,24,12900,1,오케이에프썬키스트제로,"오케이에프 썬키스트 제로 자몽 소다, 355ml, 24개",오케이에프,네이버,청량/탄산음료 > 과즙탄산음료,https://search.shopping.naver.com/catalog/59571003061,,,naver_shop,,,0.0
39128524802,나랑드사이다,나랑드사이다 나랑드사이다 제로 x 12PET 제로음료/틴신/사이다,,1.5l,,15000,1,나랑드사이다나랑드사이다제로x12pet제로음료/틴신/사이다,나랑드사이다 나랑드사이다 제로 1.5L x 12PET 제로음료/틴신/사이다,동아오츠카,옥션,청량/탄산음료 > 사이다,https://link.auction.co.kr/gate/pcs?item-no=C200020245&sub-id=1&service-code=10000003,,,naver_shop,,,0.0
88253667831,토레타,토레타 제로 라벨프리 PET,,340ml,20,15920,1,토레타제로라벨프리pet,토레타 제로 라벨프리 PET 340ml 20개,코카콜라,코카콜라직영몰,청량/탄산음료 > 이온음료,https://smartstore.naver.com/main/products/10709161909,,,naver_shop,,,0.0
