report_no,name,maker,prdlst_type,report_date,chng_dt,category,ingredient_count,ingredients_json
20200016222290,빛나리 제로슈가 (전량 수출용 16%),고려원 주식회사 농업회사법인,기타 주류,2025-03-14,2025-10-30,zero,4,"[""정제수"", ""주정"", ""수크랄로스"", ""과실주""]"
200004490351004,빽다방 아샷추 제로,(주)쟈뎅,커피,2026-04-27,2026-06-02,zero,8,"[""고형차"", ""과.채가공품"", ""향료"", ""수크랄로스"", ""향료제제"", ""구연산(무수)"", ""커피"", ""에리스리톨""]"
19920624042917,사과좋아! 말랑 스파클링 제로,(주)상일,탄산음료,2023-08-08,2024-01-19,zero,10,"[""정제수"", ""이산화탄소"", ""알룰로오스"", ""향료"", ""천연향료"", ""DL-사과산"", ""비타민C"", ""구연산삼나트륨"", ""수크랄로스"", ""스테비올배당체""]"
19800415004450,사이다 제로,(주)일화초정공장,탄산음료,2023-01-06,2023-01-10,zero,9,"[""정제수"", ""이산화탄소"", ""천연향료"", ""천연향료"", ""천연향료"", ""아세설팜칼륨"", ""수크랄로스"", ""구연산"", ""에리스리톨""]"
20100543066965,사이다스파클링 제로,오케이에프음료 주식회사,탄산음료,2021-08-11,2021-12-17,zero,9,"[""수크랄로스"", ""아세설팜칼륨"", ""천연향료"", ""구연산삼나트륨"", ""합성향료"", ""합성향료"", ""구연산"", ""이산화탄소"", ""정제수""]"
19940440030231,산사제로,(주)퓨럽,혼합음료,2025-11-24,2025-11-25,zero,12,"[""젖산칼슘"", ""젤란검"", ""아세설팜칼륨"", ""수크랄로스"", ""향료"", ""향료"", ""구연산"", ""구연산삼나트륨"", ""산사나무열매"", ""과.채가공품"", ""에리스리톨"", ""정제수""]"
2013056042343,살균제로,(주)씨엔지,차아염소산수,2025-12-12,2025-12-19,zero,2,"[""정제수"", ""차아염소산수""]"
20070309132917,삼성 당제로 알부민 플러스,(주)코리아화인에프티,혼합음료,2026-01-30,2026-02-03,zero,29,"[""기타가공품"", ""구연산삼나트륨"", ""향료"", ""드링크향"", ""카라멜색소 Ⅲ"", ""생선콜라겐"", ""사과향"", ""DL-사과산"", ""비타민C"", ""L-아르지닌"", ""타우린"", ""정제수"", ""혼합음료"", ""비타민B2"", ""다시마농축액"", ""향료"", ""과라나추출물분말"", ""마카추출분말"", ""글루콘산아연"", ""L-테아닌(고시형)"", ""L-글루탐산나트륨"", ""비타민B6염산염"", ""비타민B1염산염"", ""기타가공품"", ""초유단백분말"", ""타히보차추출물"", ""아세설팜칼륨"", ""수크랄로스"", ""비타민B12""]"
19850449001124,삼육두유 제로슈거,삼육식품,가공두유,2023-12-19,2025-12-19,zero,15,"[""향료"", ""글리세린지방산에스테르"", ""정제소금"", ""땅콩 또는 견과류가공품"", ""땅콩 또는 견과류가공품"", ""옥수수기름(옥배유)"", ""당류가공품"", ""원액두유"", ""향료"", ""혼합제제"", ""잔탄검"", ""정제수"", ""식품첨가물혼합제제"", ""탄산칼슘"", ""효소처리스테비아""]"
20010415034742,새로구미 제로슈거,국제제과(주),캔디류,2023-08-11,2023-08-12,zero,15,"[""말티톨시럽"", ""젤라틴"", ""구연산"", ""자일리톨"", ""향료"", ""펙틴"", ""기타 식용유지가공품"", ""DL-사과산"", ""구연산삼나트륨"", ""효소처리스테비아"", ""과.채가공품"", ""글리세린지방산에스테르"", ""치자청색소"", ""천연향료"", ""혼합제제""]"
20080360126174,생강차 제로,주식회사 송원식품,고형차,2024-07-16,2025-09-16,zero,11,"[""에리스리톨"", ""생강엑기스분말"", ""아몬드"", ""호두"", ""정제소금"", ""대추슬라이스"", ""대추농축분말"", ""이산화규소"", ""효소처리스테비아"", ""구연산"", ""수크랄로스""]"
20080509087223,생강차 제로슈거,주식회사 담터에프엔비,고형차,2026-06-08,2026-07-01,zero,12,"[""스테비올배당체"", ""식품첨가물혼합제제"", ""에리스리톨"", ""난소화성말토덱스트린(고시형)"", ""기타 농산가공품"", ""호두분태"", ""아몬드분태"", ""볶은해바라기씨앗"", ""기타 농산가공품"", ""정제소금"", ""구연산(무수)"", ""수크랄로스""]"
1984046401438,생귤탱귤 제로 감귤,(주)빙그레,빙과,2024-05-13,2026-04-18,zero,13,"[""비트레드"", ""향료"", ""카로틴"", ""식품첨가물혼합제제"", ""식품첨가물혼합제제"", ""제이인산암모늄"", ""향료"", ""구연산"", ""에리스리톨"", ""알룰로오스"", ""정제수"", ""향료"", ""수크랄로스""]"
2017055519225,생생제로티,크라운식품,액상차,2021-12-06,2022-01-11,zero,5,"[""정제수"", ""자몽종자추출물"", ""비타민C"", ""효소처리스테비아"", ""식물혼합추출액""]"
200704431101166,샤인머스캣 그린티 제로,(주)삼양패키징광혜원공장,액상차,2026-07-05,2026-07-14,zero,14,"[""에리스리톨"", ""액상차"", ""향료"", ""구연산"", ""향료"", ""과.채가공품"", ""향료"", ""구연산삼나트륨"", ""비타민C"", ""향료"", ""아세설팜칼륨"", ""수크랄로스"", ""홍차추출분말"", ""정제수""]"
20000614238675,샤인머스캣에이드제로(ZERO SHINE MUSCAT ADE),(주)바이오포트코리아,혼합음료,2026-01-05,2026-01-07,zero,11,"[""정제수"", ""식용색소청색제1호"", ""식용색소황색제4호"", ""향료"", ""구연산삼나트륨"", ""비타민C"", ""구연산"", ""아세설팜칼륨"", ""수크랄로스"", ""에리스리톨"", ""과.채가공품""]"
1997061704836,샤인제로핏,부산경남우유협동조합,혼합음료,2025-05-07,2025-05-09,zero,12,"[""수크랄로스"", ""아세설팜칼륨"", ""탈지분유"", ""구연산삼나트륨"", ""효소처리스테비아"", ""향료"", ""과.채가공품"", ""향료"", ""구연산"", ""과.채가공품"", ""에리스리톨"", ""정제수""]"
20070463028126,서산갯마을 생강차 제로,김정규 자연건강 영농조합법인,액상차,2024-12-23,2024-12-31,zero,2,"[""알룰로오스"", ""생강""]"
19940484239276,서주 탱글탱글 제로 사과맛,서주푸드 주식회사,캔디류,2024-12-09,2024-12-11,zero,22,"[""젤란검"", ""난소화성말토덱스트린(고시형)"", ""D-소비톨액"", ""D-말티톨"", ""정제수"", ""말티톨시럽"", ""기타가공품"", ""과.채가공품"", ""펙틴"", ""로커스트콩검"", ""잔탄검"", ""사과농축액"", ""아세설팜칼륨"", ""유화제"", ""과.채가공품"", ""효소처리스테비아"", ""기타 식용유지가공품"", ""젖산칼슘"", ""산도조절제"", ""산도조절제"", ""산도조절제"", ""향료""]"
19940484239289,서주 허쉬 제로슈가초코와플,서주푸드 주식회사,과자,2025-11-15,2025-11-19,zero,16,"[""아세설팜칼륨"", ""바닐린"", ""수크랄로스"", ""산도조절제"", ""레시틴"", ""혼합제제"", ""향료"", ""정제소금"", ""가공버터"", ""코코아분말"", ""코코아분말"", ""전란액"", ""정제수"", ""쇼트닝"", ""D-말티톨"", ""밀가루""]"
20130020034102,선양 리치 제로,㈜선양소주,일반증류주,2026-01-23,2026-02-02,zero,9,"[""효소처리스테비아"", ""아세설팜칼륨"", ""스테비올배당체"", ""DL-사과산"", ""구연산(무수)"", ""향료"", ""리치농축"", ""주정"", ""정제수""]"
202306232201,설탕제로 눈꽃스테비아,(주)유디바이오,혼합제제,2023-07-18,2023-09-01,zero,2,"[""에리스리톨"", ""효소처리스테비아""]"
2017043304015,설탕제로 스테비아,(주)산지,혼합제제,2024-05-30,2024-06-05,zero,2,"[""효소처리스테비아"", ""에리스리톨""]"
202206261762,설탕제로 스테비아 에리스리톨,주식회사 새롬푸드테크 농업회사법인,혼합제제,2026-04-08,2026-04-10,zero,2,"[""에리스리톨"", ""효소처리스테비아""]"
20190456640417,설탕제로 알룰로스,주식회사새롬웰푸드,당류가공품,2026-02-25,2026-02-27,zero,4,"[""당류가공품"", ""스테비올배당체"", ""과.채가공품"", ""아라비아검""]"
20170333328230,설탕제로 알룰로스,자연농장,당류가공품,2023-11-03,2023-11-07,zero,3,"[""스테비올배당체"", ""나한과분말"", ""알룰로오스""]"
202302571239,성수동 제로 알룰로스,(주)벨슨,당류가공품,2025-08-06,2026-07-01,zero,2,"[""나한과추출물분말"", ""알룰로오스""]"
200903550827,세균더블제로,네오케미칼제2공장,기구등의 살균·소독제,2015-01-29,2019-09-17,zero,4,"[""염화알킬(C12-C18)벤질디메틸 암모늄"", ""염화디알킬 디메틸 암모늄염"", ""에탄올"", ""정제수""]"
2013031126521,세균제로 살균소독제,금성이엔씨(주),혼합제제,2021-05-04,2021-12-21,zero,2,"[""과산화초산"", ""정제수""]"
2013031126517,세균제로플러스,금성이엔씨(주),과산화초산,2020-03-11,2021-01-28,zero,4,"[""정제수"", ""(1-하이드록시에틸리덴) 비스포스포닉산"", ""과산화수소"", ""초산""]"
19920624042958,세네 에너지 제로슈거 자몽,(주)상일,탄산음료,2025-07-24,2025-07-25,zero,18,"[""구연산"", ""이산화탄소"", ""에리스리톨"", ""정제수"", ""타우린"", ""기타 농산가공품"", ""L-카르니틴"", ""수크랄로스"", ""아세설팜칼륨"", ""향료"", ""혼합제제"", ""정제소금"", ""혼합제제"", ""비타민C"", ""L-아르지닌"", ""향료"", ""향료"", ""향료""]"
20220683125230,세비아 알로에 베라 드링크 배 과즙함유 슈가제로(내수용),(유)삼각에프엠씨 웰빙랜드,혼합음료,2024-10-31,2024-11-06,zero,10,"[""과.채가공품"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""젖산칼슘"", ""수크랄로스"", ""젤란검"", ""향료"", ""향료"", ""정제수""]"
20220683125228,세비아 알로에 베라 드링크 복숭아 과즙함유 슈가제로(내수용),(유)삼각에프엠씨 웰빙랜드,혼합음료,2024-10-31,2024-11-06,zero,12,"[""과.채가공품"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""젖산칼슘"", ""수크랄로스"", ""젤란검"", ""식용색소적색제40호"", ""식용색소황색제4호"", ""향료"", ""향료"", ""정제수""]"
20220683125229,세비아 알로에 베라 드링크 수박 과즙함유 슈가제로(내수용),(유)삼각에프엠씨 웰빙랜드,혼합음료,2024-10-31,2024-11-06,zero,11,"[""과.채가공품"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""젖산칼슘"", ""수크랄로스"", ""젤란검"", ""식용색소적색제40호"", ""혼합제제"", ""향료"", ""정제수""]"
20170449030679,셀브리오 알파CD 제로포뮬러,주식회사 코스팜,기타가공품,2025-09-25,2025-09-27,zero,10,"[""향료"", ""난소화성말토덱스트린(고시형)"", ""α-시클로덱스트린"", ""이소말트"", ""이산화규소"", ""DL-사과산"", ""효소처리스테비아"", ""구연산(무수)"", ""과.채가공품"", ""수크랄로스""]"
2022023343238,소등 제로 액상 시럽,주식회사 레비테이트,음료베이스,2024-10-25,2024-10-26,zero,18,"[""정제수"", ""기타과당"", ""천연블루베리향"", ""천연향료"", ""합성향료"", ""적양배추색소"", ""치자청색소"", ""블루베리잎"", ""침출차"", ""과채주스"", ""수크랄로스"", ""STEVIOSIDE 스테비오사이드"", ""DL-사과산"", ""구연산"", ""안식향산나트륨"", ""L-아르지닌"", ""타우린"", ""바나바추출물분말""]"
2019020023864,소블링 디카페인 바닐라빈 에스프레소 제로슈거,주식회사소블링 송도제1공장,커피,2021-09-15,2021-09-24,zero,3,"[""커피원두추출액"", ""바닐라빈"", ""수크랄로스""]"
2019020023863,소블링 디카페인 에스프레소 제로슈거,주식회사소블링 송도제1공장,커피,2021-09-15,2021-09-24,zero,2,"[""커피원두추출액"", ""수크랄로스""]"
2019020023836,소블링 바닐라빈 시럽 제로슈거,주식회사소블링 송도제1공장,당류가공품,2021-10-30,2021-11-09,zero,4,"[""수크랄로스"", ""바닐라빈"", ""커피원두추출액"", ""정제수""]"
2019020023862,소블링 바닐라빈 에스프레소 다크 제로슈거,주식회사소블링 송도제1공장,커피,2021-09-15,2021-09-24,zero,3,"[""커피원두추출액"", ""바닐라빈"", ""수크랄로스""]"
2019020023861,소블링 에스프레소 다크 제로슈거,주식회사소블링 송도제1공장,커피,2021-09-15,2021-09-24,zero,2,"[""커피원두추출액"", ""수크랄로스""]"
2014027503714,소적두 제로슈가 팥잼,(주)소적두 농업회사법인,조림류,2016-12-06,2021-10-16,zero,4,"[""에리스리톨"", ""나한과농축액분말"", ""기타소금"", ""붉은팥""]"
202302571238,소중한밥상 제로슈가 알룰로스,(주)벨슨,당류가공품,2025-06-26,2026-07-01,zero,2,"[""알룰로오스"", ""나한과추출물분말""]"
19930242053470,소프트소다 딸기 제로,롯데칠성음료(주),탄산음료,2024-04-04,2024-04-10,zero,10,"[""수크랄로스"", ""아세설팜칼륨"", ""구연산삼나트륨"", ""알룰로오스"", ""구연산"", ""정제수"", ""이산화탄소"", ""향료"", ""향료"", ""효소처리루틴""]"
19930242053471,소프트소다 복숭아 제로,롯데칠성음료(주),탄산음료,2024-04-04,2024-04-10,zero,10,"[""정제수"", ""이산화탄소"", ""향료"", ""향료"", ""효소처리루틴"", ""수크랄로스"", ""아세설팜칼륨"", ""구연산삼나트륨"", ""구연산"", ""알룰로오스""]"
20190575042311,소프트워터 복숭아제로,튤립인터내셔널(주),혼합음료,2025-10-10,2025-10-21,zero,10,"[""정제수"", ""에리스리톨"", ""구연산(결정)"", ""향료"", ""과.채가공품"", ""구연산삼나트륨"", ""수크랄로스"", ""아세설팜칼륨"", ""스테비올배당체"", ""히알루론산""]"
19960458039750,소프트워터 복숭아제로,웅진식품(주),혼합음료,2025-10-14,2025-10-28,zero,10,"[""정제수"", ""에리스리톨"", ""구연산"", ""향료"", ""과.채가공품"", ""구연산삼나트륨"", ""히알루론산"", ""수크랄로스"", ""아세설팜칼륨"", ""스테비올배당체""]"
20190575042312,소프트워터 청포도제로,튤립인터내셔널(주),혼합음료,2025-10-10,2025-10-21,zero,11,"[""정제수"", ""에리스리톨"", ""과.채가공품"", ""구연산(결정)"", ""향료"", ""향료"", ""구연산삼나트륨"", ""수크랄로스"", ""아세설팜칼륨"", ""스테비올배당체"", ""산화아연""]"
19960458039751,소프트워터 청포도제로,웅진식품(주),혼합음료,2025-10-17,2025-10-29,zero,11,"[""스테비올배당체"", ""아세설팜칼륨"", ""수크랄로스"", ""구연산삼나트륨"", ""향료"", ""향료"", ""구연산"", ""청포도농축액"", ""에리스리톨"", ""정제수"", ""산화아연""]"
20080481290132,송슈슈 제로슈가 복숭아 아이스티 티베이스,코비스,액상차,2024-09-30,2024-10-23,zero,9,"[""DL-사과산"", ""나한과추출물분말"", ""효소처리스테비아"", ""홍차추출분말"", ""구연산(무수)"", ""복숭아향"", ""복사나무열매과즙분말"", ""알룰로오스"", ""홍차추출액""]"
20220098201156,수제로 하나씩 튀긴 바삭새우튀김,어스메이드,기타 수산물가공품,2023-06-27,2023-06-28,zero,4,"[""기타 수산물가공품"", ""곡류가공품"", ""정제수"", ""콩기름(대두유)""]"
2009049702510,수제로스팅 원두커피,긴물찻집,커피,2013-09-03,2024-01-17,zero,1,"[""커피원두""]"
20190491135199,숙취 제로 샷,(주)프롬바이오 익산공장,액상차,2025-11-12,2026-02-14,zero,17,"[""잔탄검"", ""효소처리스테비아"", ""판토텐산칼슘"", ""비타민B1염산염"", ""비타민B2"", ""기타가공품"", ""강황추출물분말"", ""구연산"", ""액상차"", ""정제수"", ""타우린"", ""난소화성말토덱스트린(고시형)"", ""배농축액"", ""사양벌꿀"", ""이소말토올리고당"", ""헛개나무열매추출농축액"", ""사과농축액""]"
2009033300343,숙취제로 Q,(주)다모에프엔비,기타가공품,2022-05-11,2022-05-14,zero,7,"[""사철쑥"", ""박하지상부"", ""구기자나무열매"", ""아스파라거스순"", ""오리나무추출액"", ""엉겅퀴"", ""차가버섯자실체""]"
2009033300328,숙취제로(HANGOVER-ZERO),(주)다모에프엔비,기타가공품,2016-05-20,2016-07-06,zero,14,"[""헛개나무열매"", ""오리나무추출액"", ""아스파라거스어린순"", ""구기자나무열매"", ""박하지상부"", ""사철쑥"", ""차가버섯자실체"", ""표고버섯"", ""미역"", ""파래"", ""다시마"", ""맥문동뿌리"", ""김"", ""곰솔잎""]"
2014020910288,순양푸드 제로슈거 요거트 파우더,신우식품 주식회사,기타가공품,2025-09-04,2026-07-01,zero,11,"[""유단백분말"", ""구연산(무수)"", ""당류가공품"", ""덱스트린"", ""에리스리톨"", ""구아검"", ""수크랄로스"", ""이산화규소"", ""향료"", ""과.채가공품"", ""향료""]"
20050518017128,순작 제로밤마차 베이스,서광식품영농조합법인,고형차,2024-11-26,2026-07-01,zero,7,"[""당류가공품"", ""옥수수가루"", ""쌀가루"", ""건조감자분말"", ""고형차"", ""알룰로오스"", ""식물성크림""]"
20080332594152,쉐프앤클릭 제로 복숭아 아이스티,(주)스위트컵,음료베이스,2025-09-25,2025-09-27,zero,10,"[""에리스리톨"", ""구연산"", ""향료제제"", ""비타민C"", ""홍차추출분말"", ""과.채가공품"", ""효소처리스테비아"", ""이산화규소"", ""구연산삼나트륨"", ""수크랄로스""]"
201005430661362,슈가로로 구름소다 제로,오케이에프음료 주식회사,탄산음료,2024-06-20,2024-12-17,zero,12,"[""정제수"", ""이산화탄소"", ""에리스리톨"", ""향료"", ""향료"", ""향료"", ""향료"", ""효소처리스테비아"", ""구연산"", ""구연산삼나트륨"", ""수크랄로스"", ""아세설팜칼륨""]"
201005430661345,슈가로로 메론소다 제로,오케이에프음료 주식회사,탄산음료,2024-05-09,2024-05-14,zero,9,"[""정제수"", ""이산화탄소"", ""에리스리톨"", ""향료"", ""향료"", ""스테비올배당체"", ""구연산"", ""수크랄로스"", ""아세설팜칼륨""]"
20080614259769,슈가로로 미니 코코제로 요구르트,(주)희창유업 제2공장,혼합음료,2025-07-17,2025-09-06,zero,14,"[""과.채가공품"", ""정제수"", ""에리스리톨"", ""젖산칼슘"", ""구연산"", ""향료"", ""향료"", ""혼합제제"", ""젤란검"", ""구연산삼나트륨"", ""구아검"", ""수크랄로스"", ""아세설팜칼륨"", ""기타가공품""]"
20070443110932,슈가로로 이온 플러스 제로,(주)삼양패키징광혜원공장,혼합음료,2025-01-23,2025-09-27,zero,23,"[""니코틴산아미드"", ""비타민B6염산염"", ""글루콘산아연"", ""혼합제제"", ""포도종자추출물"", ""혼합제제"", ""향료"", ""향료"", ""향료"", ""향료"", ""향료"", ""정제수"", ""스테비올배당체"", ""아세설팜칼륨"", ""수크랄로스"", ""에리스리톨"", ""구연산"", ""구연산삼나트륨"", ""염화칼륨"", ""염화마그네슘"", ""정제소금"", ""젖산칼슘"", ""비타민C""]"
202201031872,슈가로로 제로슈가,인테이크 주식회사,기타가공품,2022-04-29,2023-06-03,zero,4,"[""에리스리톨"", ""알룰로오스"", ""효소처리스테비아"", ""나한과추출물분말""]"
20110445029264,슈가로로 코코제로 BIG 요구르트,주식회사 퓨럽2공장,혼합음료,2026-06-10,2026-06-18,zero,13,"[""정제수"", ""향료"", ""향료"", ""혼합제제"", ""젖산칼슘"", ""젤란검"", ""아세설팜칼륨"", ""수크랄로스"", ""구연산삼나트륨"", ""구연산"", ""과.채가공품"", ""기타가공품"", ""에리스리톨""]"
20110445029207,슈가로로 코코제로 감귤,주식회사 퓨럽2공장,혼합음료,2024-11-19,2024-12-06,zero,16,"[""감귤농축액"", ""에리스리톨"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""L-아스코브산칼슘"", ""수크랄로스"", ""아세설팜칼륨"", ""젤란검"", ""젖산칼슘"", ""혼합제제"", ""카로틴"", ""포도과피"", ""향료"", ""향료"", ""정제수""]"
20110445029197,슈가로로 코코제로 망고,주식회사 퓨럽2공장,혼합음료,2024-03-05,2026-07-13,zero,16,"[""혼합제제"", ""카로틴"", ""젖산칼슘"", ""비타민C"", ""젤란검"", ""아세설팜칼륨"", ""수크랄로스"", ""구연산삼나트륨"", ""구연산"", ""과.채가공품"", ""에리스리톨"", ""망고농축액"", ""정제수"", ""향료"", ""코치닐추출색소"", ""향료""]"
20110445029196,슈가로로 코코제로 복숭아,주식회사 퓨럽2공장,혼합음료,2024-03-05,2026-07-13,zero,15,"[""정제수"", ""향료"", ""포도과피색소"", ""코치닐추출색소"", ""혼합제제"", ""비타민C"", ""젖산칼슘"", ""젤란검"", ""아세설팜칼륨"", ""수크랄로스"", ""구연산삼나트륨"", ""구연산"", ""과.채가공품"", ""에리스리톨"", ""과.채가공품""]"
20110445029198,슈가로로 코코제로 요구르트,주식회사 퓨럽2공장,혼합음료,2024-03-05,2026-06-18,zero,13,"[""에리스리톨"", ""기타가공품"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""수크랄로스"", ""아세설팜칼륨"", ""젤란검"", ""정제수"", ""향료"", ""향료"", ""혼합제제"", ""젖산칼슘""]"
20110445029208,슈가로로 코코제로 파인애플,주식회사 퓨럽2공장,혼합음료,2024-11-19,2024-12-06,zero,15,"[""파인애플농축액"", ""에리스리톨"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""L-아스코브산칼슘"", ""수크랄로스"", ""아세설팜칼륨"", ""젤란검"", ""젖산칼슘"", ""혼합제제"", ""비타민B2"", ""향료"", ""향료"", ""정제수""]"
20110445029182,슈가로로 코코제로리치,주식회사 퓨럽2공장,혼합음료,2023-08-16,2026-07-13,zero,12,"[""리치향"", ""혼합제제"", ""젖산칼슘"", ""과.채가공품"", ""에리스리톨"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""수크랄로스"", ""아세설팜칼륨"", ""젤란검"", ""정제수""]"
20110445029183,슈가로로 코코제로포도,주식회사 퓨럽2공장,혼합음료,2023-08-17,2026-01-04,zero,12,"[""포도농축액"", ""에리스리톨"", ""과.채가공품"", ""구연산"", ""구연산삼나트륨"", ""수크랄로스"", ""아세설팜칼륨"", ""젤란검"", ""젖산칼슘"", ""포도과피색소"", ""포도향"", ""정제수""]"
20070443110687,슈가로로 핑크레몬에이드 제로,(주)삼양패키징광혜원공장,혼합음료,2023-02-16,2023-03-04,zero,15,"[""정제수"", ""향료"", ""향료"", ""혼합제제"", ""식용색소적색제40호"", ""메타인산나트륨"", ""스테비올배당체"", ""아세설팜칼륨"", ""수크랄로스"", ""혼합제제"", ""염화마그네슘"", ""에리스리톨"", ""젖산칼슘"", ""구연산"", ""과.채가공품""]"
2019035026619,슈가스위치 제로 알룰로스,정우푸드,당류가공품,2023-11-08,2023-11-10,zero,3,"[""알룰로오스"", ""나한과분말"", ""스테비올배당체""]"
2022049385352,슈가제로,(주)웰크리,소스,2024-01-30,2024-02-06,zero,7,"[""식품첨가물혼합제제"", ""파라옥시안식향산에틸"", ""기타가공품"", ""잔탄검"", ""효소처리스테비아"", ""당류가공품"", ""정제수""]"
20150517016155,슈가제로 스윗드림,(주)자연드림치유식품 푸드공방,기타가공품,2022-07-16,2026-07-01,zero,2,"[""식품첨가물"", ""효소처리스테비아""]"
202203875374,슈가제로 스테비아,좋은날,혼합제제,2023-01-31,2023-02-02,zero,2,"[""에리스리톨"", ""효소처리스테비아""]"
2017028888023,슈가제로스윗믹스,마더랩컴퍼니,당류가공품,2025-12-01,2025-12-10,zero,7,"[""구연산"", ""글리신"", ""수크랄로스"", ""효소처리스테비아"", ""에리스리톨"", ""D-소비톨"", ""폴리덱스트로스""]"
2020036304019,슈크레 얼그레이 밀크티베이스 제로,아이원티,액상차,2024-07-25,2024-10-11,zero,6,"[""천일염"", ""효소처리스테비아"", ""홍차엽"", ""홍차엽"", ""당류가공품"", ""정제수""]"
202202613121860,슈퍼베리 자보티카바 제로컷 100,주식회사 제이에스바이오,고형차,2026-03-05,2026-03-07,zero,1,"[""기타가공품""]"
202401185891,슈퍼제로 스위트너,주식회사 인퓨저,혼합제제,2024-07-12,2024-07-18,zero,2,"[""에리스리톨"", ""스테비올배당체""]"
2017055519214,슈퍼제로레시피(super zero recpipe),크라운식품,액상차,2021-06-07,2021-06-08,zero,1,"[""식물성추출액""]"
197506140032886,슈퍼제로스위트너,(주)엠에스씨,혼합제제,2022-04-06,2022-04-09,zero,2,"[""에리스리톨"", ""스테비올배당체""]"
20030473071223,슈퍼주니어 프리미엄소다 스노우콜라 제로,건강한사람들 주식회사 2사업장,탄산음료,2017-03-02,2017-06-29,zero,15,"[""정제수"", ""이산화탄소"", ""혼합제제"", ""아스파탐"", ""아세설팜칼륨"", ""탄산수소나트륨"", ""DL-사과산"", ""구연산"", ""인산"", ""구연산삼나트륨"", ""카페인"", ""합성착향료"", ""합성착향료"", ""합성착향료"", ""합성착향료""]"
19880311001953,스노블 복숭아 아이스티 제로슈가,롯데웰푸드(주)안산공장,고형차,2026-01-14,2026-03-20,zero,9,"[""덱스트린"", ""효소처리스테비아"", ""수크랄로스"", ""과.채가공품"", ""향료"", ""구연산(무수)"", ""에리스리톨"", ""고형차"", ""이산화규소""]"
20200452306325,스위트영 기름&당제로 현미귀리곤약팝콘,(주)에스엠바이오,곡류가공품,2025-02-24,2025-03-28,zero,7,"[""자일리톨"", ""효소처리스테비아"", ""가공소금"", ""곤약분말"", ""카사바전분"", ""귀리"", ""현미""]"
20100415069132,스윗에너지 산삼본정 초콜릿 제로,대풍,초콜릿가공품,2024-02-28,2025-07-17,zero,4,"[""산삼배양근"", ""초콜릿"", ""정제수"", ""알긴산""]"
19800493005183,스키니피그 제로감귤바,(주)서주,빙과,2025-03-21,2025-04-19,zero,20,"[""당류가공품"", ""에리스리톨"", ""혼합제제"", ""구연산(결정)"", ""향료"", ""β-시클로덱스트린"", ""향료"", ""기타가공품"", ""DL-사과산"", ""카복시메틸셀룰로스나트륨"", ""정제소금"", ""수크랄로스"", ""치자황색소"", ""효소처리스테비아"", ""카라기난"", ""향료"", ""로커스트콩검"", ""안나토색소"", ""혼합제제"", ""정제수""]"
19800493005184,스키니피그 제로복숭아바,(주)서주,빙과,2025-03-21,2025-04-19,zero,19,"[""효소처리스테비아"", ""향료"", ""수크랄로스"", ""정제수"", ""당류가공품"", ""에리스리톨"", ""혼합제제"", ""구연산(결정)"", ""향료"", ""향료"", ""기타가공품"", ""β-시클로덱스트린"", ""정제소금"", ""카복시메틸셀룰로스나트륨"", ""혼합제제"", ""치자황색소"", ""비트레드"", ""로커스트콩검"", ""카라기난""]"
19800493005185,스키니피그 제로키위바,(주)서주,빙과,2025-03-21,2026-03-05,zero,19,"[""혼합제제"", ""혼합제제"", ""심황색소"", ""로커스트콩검"", ""카라기난"", ""효소처리스테비아"", ""과.채가공품"", ""수크랄로스"", ""카복시메틸셀룰로스나트륨"", ""정제소금"", ""β-시클로덱스트린"", ""기타가공품"", ""향료"", ""향료"", ""혼합제제"", ""구연산(결정)"", ""에리스리톨"", ""당류가공품"", ""정제수""]"
19800493005204,스키니피그 제로파인바,(주)서주,빙과,2026-03-13,2026-03-19,zero,18,"[""혼합제제"", ""과.채가공품"", ""로커스트콩검"", ""카라기난"", ""효소처리스테비아"", ""수크랄로스"", ""카복시메틸셀룰로스나트륨"", ""치자황색소"", ""정제소금"", ""향료"", ""향료"", ""β-시클로덱스트린"", ""향료"", ""혼합제제"", ""구연산(결정)"", ""에리스리톨"", ""당류가공품"", ""정제수""]"
19850311005348,스테비아 당제로크리머,(주)피엔에프에스,식물성크림,2025-02-11,2025-02-18,zero,14,"[""아세설팜칼륨"", ""스테아릴젖산나트륨"", ""폴리인산칼륨"", ""폴리글리시톨시럽"", ""가공유지"", ""분리유단백"", ""제이인산칼륨"", ""효소처리스테비아"", ""우유"", ""정제소금"", ""글리세린지방산에스테르"", ""이산화규소"", ""스테비올배당체"", ""수크랄로스""]"
19930556020191,스테비아 제로 슈가,(주)대평,혼합제제,2022-08-01,2024-04-19,zero,2,"[""에리스리톨"", ""효소처리스테비아""]"
